Date,Source,Site.ID,POC,Daily.Mean.PM2.5.Concentration,UNITS,DAILY_AQI_VALUE,Site.Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
01/03/1999,AQS,550250025,1,3.9,ug/m3 LC,16,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/06/1999,AQS,550250025,1,21,ug/m3 LC,70,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/09/1999,AQS,550250025,1,28.5,ug/m3 LC,85,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/12/1999,AQS,550250025,1,25,ug/m3 LC,78,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/15/1999,AQS,550250025,1,31.1,ug/m3 LC,91,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/18/1999,AQS,550250025,1,8.3,ug/m3 LC,35,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/21/1999,AQS,550250025,1,30.2,ug/m3 LC,89,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/24/1999,AQS,550250025,1,16.3,ug/m3 LC,60,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/27/1999,AQS,550250025,1,25.6,ug/m3 LC,79,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/30/1999,AQS,550250025,1,25.3,ug/m3 LC,79,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
02/02/1999,AQS,550250025,1,6,ug/m3 LC,25,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
02/05/1999,AQS,550250025,1,14.6,ug/m3 LC,56,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
02/11/1999,AQS,550250025,1,17.2,ug/m3 LC,62,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
02/14/1999,AQS,550250025,1,9.9,ug/m3 LC,41,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
02/17/1999,AQS,550250025,1,5.9,ug/m3 LC,25,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
02/20/1999,AQS,550250025,1,8.3,ug/m3 LC,35,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
02/23/1999,AQS,550250025,1,16.2,ug/m3 LC,60,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
02/26/1999,AQS,550250025,1,30,ug/m3 LC,89,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/01/1999,AQS,550250025,1,5.5,ug/m3 LC,23,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/04/1999,AQS,550250025,1,9.2,ug/m3 LC,38,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/07/1999,AQS,550250025,1,10.7,ug/m3 LC,45,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/10/1999,AQS,550250025,1,11,ug/m3 LC,46,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/13/1999,AQS,550250025,1,14.8,ug/m3 LC,57,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/16/1999,AQS,550250025,1,19,ug/m3 LC,66,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/19/1999,AQS,550250025,1,8.7,ug/m3 LC,36,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/22/1999,AQS,550250025,1,4.5,ug/m3 LC,19,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/25/1999,AQS,550250025,1,6.1,ug/m3 LC,25,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/28/1999,AQS,550250025,1,21.1,ug/m3 LC,70,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
03/31/1999,AQS,550250025,1,18.1,ug/m3 LC,64,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
04/03/1999,AQS,550250025,1,25.5,ug/m3 LC,79,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
04/06/1999,AQS,550250025,1,6.2,ug/m3 LC,26,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
04/09/1999,AQS,550250025,1,4.7,ug/m3 LC,20,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
04/12/1999,AQS,550250025,1,14.4,ug/m3 LC,56,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
04/15/1999,AQS,550250025,1,13.8,ug/m3 LC,55,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
04/18/1999,AQS,550250025,1,5.8,ug/m3 LC,24,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
04/21/1999,AQS,550250025,1,6.2,ug/m3 LC,26,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
04/27/1999,AQS,550250025,1,8,ug/m3 LC,33,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
04/30/1999,AQS,550250025,1,7.5,ug/m3 LC,31,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
05/03/1999,AQS,550250025,1,18.2,ug/m3 LC,64,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
05/06/1999,AQS,550250025,1,4.5,ug/m3 LC,19,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
05/09/1999,AQS,550250025,1,7,ug/m3 LC,29,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
05/12/1999,AQS,550250025,1,19.7,ug/m3 LC,67,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
05/15/1999,AQS,550250025,1,32.2,ug/m3 LC,93,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
05/18/1999,AQS,550250025,1,4.9,ug/m3 LC,20,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
05/21/1999,AQS,550250025,1,29.6,ug/m3 LC,88,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
05/24/1999,AQS,550250025,1,3,ug/m3 LC,13,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
06/05/1999,AQS,550250025,1,15.2,ug/m3 LC,58,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
06/08/1999,AQS,550250025,1,12.8,ug/m3 LC,52,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
06/11/1999,AQS,550250025,1,11.2,ug/m3 LC,47,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
06/14/1999,AQS,550250025,1,3.5,ug/m3 LC,15,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
06/17/1999,AQS,550250025,1,6.4,ug/m3 LC,27,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
06/20/1999,AQS,550250025,1,24.7,ug/m3 LC,77,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
06/23/1999,AQS,550250025,1,34.2,ug/m3 LC,97,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
06/26/1999,AQS,550250025,1,12.7,ug/m3 LC,52,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
06/29/1999,AQS,550250025,1,3.3,ug/m3 LC,14,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
07/05/1999,AQS,550250025,1,15.9,ug/m3 LC,59,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
07/08/1999,AQS,550250025,1,15.2,ug/m3 LC,58,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
07/11/1999,AQS,550250025,1,4.6,ug/m3 LC,19,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
07/14/1999,AQS,550250025,1,19.7,ug/m3 LC,67,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
07/17/1999,AQS,550250025,1,6.9,ug/m3 LC,29,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
07/20/1999,AQS,550250025,1,13.9,ug/m3 LC,55,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
07/23/1999,AQS,550250025,1,11.2,ug/m3 LC,47,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
07/30/1999,AQS,550250025,1,14,ug/m3 LC,55,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
08/01/1999,AQS,550250025,1,3.1,ug/m3 LC,13,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
08/04/1999,AQS,550250025,1,5.2,ug/m3 LC,22,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
08/05/1999,AQS,550250025,1,10.1,ug/m3 LC,42,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
08/19/1999,AQS,550250025,1,6.6,ug/m3 LC,28,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
08/22/1999,AQS,550250025,1,15.7,ug/m3 LC,59,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
08/25/1999,AQS,550250025,1,32,ug/m3 LC,93,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
08/28/1999,AQS,550250025,1,15.2,ug/m3 LC,58,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
08/31/1999,AQS,550250025,1,14.2,ug/m3 LC,55,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
09/03/1999,AQS,550250025,1,47,ug/m3 LC,129,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
09/06/1999,AQS,550250025,1,6.2,ug/m3 LC,26,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
09/09/1999,AQS,550250025,1,4.5,ug/m3 LC,19,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
09/12/1999,AQS,550250025,1,11.2,ug/m3 LC,47,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
09/15/1999,AQS,550250025,1,3.8,ug/m3 LC,16,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
09/18/1999,AQS,550250025,1,10.5,ug/m3 LC,44,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
09/21/1999,AQS,550250025,1,2.8,ug/m3 LC,12,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
09/24/1999,AQS,550250025,1,3.8,ug/m3 LC,16,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
09/30/1999,AQS,550250025,1,2.9,ug/m3 LC,12,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/03/1999,AQS,550250025,1,5.5,ug/m3 LC,23,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/06/1999,AQS,550250025,1,5.4,ug/m3 LC,23,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/09/1999,AQS,550250025,1,13.8,ug/m3 LC,55,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/12/1999,AQS,550250025,1,13.6,ug/m3 LC,54,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/15/1999,AQS,550250025,1,13.6,ug/m3 LC,54,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/18/1999,AQS,550250025,1,4.8,ug/m3 LC,20,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/21/1999,AQS,550250025,1,6.7,ug/m3 LC,28,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/24/1999,AQS,550250025,1,6.1,ug/m3 LC,25,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/27/1999,AQS,550250025,1,12,ug/m3 LC,50,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
10/30/1999,AQS,550250025,1,31.7,ug/m3 LC,92,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
11/02/1999,AQS,550250025,1,2.7,ug/m3 LC,11,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
11/08/1999,AQS,550250025,1,13,ug/m3 LC,53,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
11/11/1999,AQS,550250025,1,11.5,ug/m3 LC,48,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
11/14/1999,AQS,550250025,1,3,ug/m3 LC,13,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
11/17/1999,AQS,550250025,1,10.7,ug/m3 LC,45,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
11/20/1999,AQS,550250025,1,24,ug/m3 LC,76,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
11/23/1999,AQS,550250025,1,20,ug/m3 LC,68,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
11/26/1999,AQS,550250025,1,14.6,ug/m3 LC,56,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
11/29/1999,AQS,550250025,1,5.3,ug/m3 LC,22,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/02/1999,AQS,550250025,1,17.3,ug/m3 LC,62,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/05/1999,AQS,550250025,1,11,ug/m3 LC,46,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/08/1999,AQS,550250025,1,21.8,ug/m3 LC,71,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/11/1999,AQS,550250025,1,12.3,ug/m3 LC,51,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/14/1999,AQS,550250025,1,16.9,ug/m3 LC,61,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/17/1999,AQS,550250025,1,10.1,ug/m3 LC,42,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/20/1999,AQS,550250025,1,7.8,ug/m3 LC,33,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/23/1999,AQS,550250025,1,23.6,ug/m3 LC,75,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/26/1999,AQS,550250025,1,3.2,ug/m3 LC,13,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
12/29/1999,AQS,550250025,1,8.4,ug/m3 LC,35,DAYTON RESERVOIR SITE,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.081939962,-89.376785595
01/16/1999,AQS,550250047,1,16.1,ug/m3 LC,59,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
01/17/1999,AQS,550250047,1,22.1,ug/m3 LC,72,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
01/20/1999,AQS,550250047,1,22.2,ug/m3 LC,72,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
01/21/1999,AQS,550250047,1,33.5,ug/m3 LC,96,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
01/24/1999,AQS,550250047,1,16.3,ug/m3 LC,60,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
01/27/1999,AQS,550250047,1,24.2,ug/m3 LC,76,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
02/02/1999,AQS,550250047,1,6,ug/m3 LC,25,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
02/14/1999,AQS,550250047,1,8.4,ug/m3 LC,35,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
02/17/1999,AQS,550250047,1,6.2,ug/m3 LC,26,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
02/18/1999,AQS,550250047,1,12.9,ug/m3 LC,53,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
02/20/1999,AQS,550250047,1,7.8,ug/m3 LC,33,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
02/23/1999,AQS,550250047,1,17,ug/m3 LC,61,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
02/26/1999,AQS,550250047,1,29.1,ug/m3 LC,87,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
03/01/1999,AQS,550250047,1,7.5,ug/m3 LC,31,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
03/04/1999,AQS,550250047,1,12.7,ug/m3 LC,52,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
03/07/1999,AQS,550250047,1,12,ug/m3 LC,50,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
03/12/1999,AQS,550250047,1,14.2,ug/m3 LC,55,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
03/16/1999,AQS,550250047,1,17,ug/m3 LC,61,MADISON - UNIVERSITY AVE WELL #6,1,100,88101,PM2.5 - Local Conditions,31540,"Madison, WI",55,Wisconsin,025,Dane,43.0733,-89.4358
